track_id,playlist_id,track_name,added_at,popularity,duration_ms,explicit
7msV2z3y899aSVTithAkFn,7616W1uj1OqNPrCNJdUkCE,Rather Die Young,2023-09-07T23:38:44Z,54,222480,False
7bJ4wMXkbT60VEjYUQKzYz,7616W1uj1OqNPrCNJdUkCE,Party Girls (feat. Buju Banton),2023-09-17T18:11:55Z,59,240867,False
7p6ZeiNtEHJKmc4YWBZELG,2t8JKWp4eao7XuhEWkg1Xr,Georgia On My Mind,2023-01-21T21:18:40Z,58,223973,False
0afr1dMXHf6ItlpIfjx9ne,2t8JKWp4eao7XuhEWkg1Xr,The Tender Trap,2023-01-21T21:30:16Z,50,160920,False
7kzag1RHJUYeY8i3KRrQKw,2t8JKWp4eao7XuhEWkg1Xr,Blue Skies,2023-01-21T22:51:23Z,56,172066,False
4a7SbqcOes5LFRYYSUuh4f,2t8JKWp4eao7XuhEWkg1Xr,Moonglow,2023-01-22T00:18:42Z,39,178120,False
0gE63HwMeWgK30ONO4witM,2t8JKWp4eao7XuhEWkg1Xr,"Bewitched, Bothered, And Bewildered",2023-01-31T05:58:56Z,54,423493,False
4uR2dgTCiFQUfL9iIM4YQa,1dHe1Oml8TlKnSQF5Bpks8,Last Christmas,2022-11-18T07:08:05Z,41,245853,False
6lIob2DRkcnjrymZN1QqU7,1dHe1Oml8TlKnSQF5Bpks8,"Can You See - Spotify Singles - Holiday, Recorded at Spotify Studios NYC",2022-11-18T07:08:34Z,39,242879,False
0bYg9bo50gSsH3LtXe2SQn,1dHe1Oml8TlKnSQF5Bpks8,All I Want for Christmas Is You,2022-11-18T07:08:55Z,85,241106,False
2C4YYe2aqRXKdKmb2nbUVr,1dHe1Oml8TlKnSQF5Bpks8,Winter Wonderland,2022-11-18T07:11:21Z,30,160493,False
4PS1e8f2LvuTFgUs1Cn3ON,1dHe1Oml8TlKnSQF5Bpks8,The Christmas Song (Merry Christmas To You),2022-11-18T07:11:39Z,75,192160,False
177bLiZAvMp5FSLQwb4iCm,1dHe1Oml8TlKnSQF5Bpks8,Christmas Song (Chestnuts Roasting On An Open Fire),2022-11-18T07:11:48Z,43,219213,False
4v9WbaxW8HdjqfUiWYWsII,1dHe1Oml8TlKnSQF5Bpks8,"Merry Christmas, Happy Holidays",2022-11-18T07:12:07Z,66,255306,False
6W65jVdn0JtttcvFN1KppC,1dHe1Oml8TlKnSQF5Bpks8,Merry Christmas Darling - Single Version,2022-11-18T07:12:33Z,52,185906,False
7enVhl0fuHvQ4ErXvAXYIH,1dHe1Oml8TlKnSQF5Bpks8,Sleigh Ride,2022-11-18T07:12:44Z,61,184952,False
5umJVEAPT2SocCoB99ZoaH,1dHe1Oml8TlKnSQF5Bpks8,Do You Hear What I Hear?,2022-11-18T07:13:16Z,57,212400,False
4ukUoXLuFzMixyZyabSGc4,1dHe1Oml8TlKnSQF5Bpks8,Sleigh Ride,2022-11-18T07:13:56Z,68,175986,False
1vZKP9XURuqMp1SpXGnoyb,1dHe1Oml8TlKnSQF5Bpks8,Santa Baby,2022-12-02T02:38:54Z,71,206506,False
4lcOoKiLjBddCcg9FkeIJL,1dHe1Oml8TlKnSQF5Bpks8,I Saw Mommy Kissing Santa Claus - Live At Union Chapel / BBC Radio 2,2022-12-02T02:41:24Z,45,132053,False
28fuXrmmF9dYWx25dMW9dP,1dHe1Oml8TlKnSQF5Bpks8,Rockin' Around The Christmas Tree,2022-12-02T03:04:52Z,0,124520,False
71azyw4EJDlGru5Uw6DGzT,1dHe1Oml8TlKnSQF5Bpks8,"White Christmas - Spotify Singles - Christmas, Recorded at Sound Stage Studios Nashville",2022-12-21T21:15:56Z,55,194311,False
65IJQ0yXkKcS6zh5ZCJoPe,1dHe1Oml8TlKnSQF5Bpks8,Pretty Paper,2022-12-25T19:52:43Z,0,213662,False
2FRnf9qhLbvw8fu4IBXx78,1dHe1Oml8TlKnSQF5Bpks8,Last Christmas,2023-12-23T03:03:43Z,82,262960,False
0lizgQ7Qw35od7CYaoMBZb,1dHe1Oml8TlKnSQF5Bpks8,Santa Tell Me,2023-12-23T03:03:50Z,82,204093,False
1LmkdWSxjCV7wKTPsCvYWN,1dHe1Oml8TlKnSQF5Bpks8,Winter Wonderland - Spotify Singles Holiday,2023-12-23T03:03:58Z,74,132800,False
012mGdSYIBEmERuScm2iOl,1dHe1Oml8TlKnSQF5Bpks8,Santa Claus Is Coming To Town,2023-12-23T03:04:55Z,0,143506,False
3YZE5qDV7u1ZD1gZc47ZeR,1dHe1Oml8TlKnSQF5Bpks8,Underneath the Tree,2023-12-23T03:05:10Z,70,229640,False
20emy72iC2fMojujwCI6MN,1dHe1Oml8TlKnSQF5Bpks8,Mele Kalikimaka - Single Version,2023-12-23T03:08:22Z,0,174000,False
6ZgigeSB0XUMqc0jjzaq6d,1dHe1Oml8TlKnSQF5Bpks8,"You're A Mean One, Mr. Grinch",2023-12-23T03:09:00Z,61,176333,False
0rzY0whyLE68ENX7mvoHAN,1dHe1Oml8TlKnSQF5Bpks8,"Baby, It's Cold Outside",2023-12-23T03:11:28Z,52,212426,False
0oPdaY4dXtc3ZsaG17V972,1dHe1Oml8TlKnSQF5Bpks8,Feliz Navidad,2023-12-23T03:15:27Z,73,182066,False
7yogx3TwxGwSxO2QITsT2q,1dHe1Oml8TlKnSQF5Bpks8,A Nonsense Christmas,2023-12-23T03:15:52Z,68,153099,False
2O3MQ6H3gjrIWDcpeTrikT,1dHe1Oml8TlKnSQF5Bpks8,"Santa, Can’t You Hear Me",2023-12-23T03:48:36Z,72,242644,False
0WbhjZjAX5jD3PXWz7FGL8,6vtxvjvAjzlxQEaR9lJFuO,Center Thy Will,2022-11-02T00:09:14Z,32,254000,False
7MQywXGHEev7JmwwIzMcao,6vtxvjvAjzlxQEaR9lJFuO,Love Like This,2023-01-24T06:04:03Z,70,275706,False
5ldINBZXmoh6qoAzwXl5wX,6vtxvjvAjzlxQEaR9lJFuO,Uhh Ahh,2023-02-02T20:00:37Z,23,227933,False
6gdhHMWUv1pvkOHqCUGvCp,6vtxvjvAjzlxQEaR9lJFuO,One In A Million,2023-02-11T06:33:32Z,73,270760,False
2vXgyN14LX2zl7JEASw242,6vtxvjvAjzlxQEaR9lJFuO,Wild Side (feat. Cardi B),2023-10-27T00:00:22Z,69,209476,True
3XKIUb7HzIF1Vu9usunMzc,6vtxvjvAjzlxQEaR9lJFuO,Maria Maria (feat. The Product G&B),2023-06-30T21:29:39Z,78,261973,False
45XhKYRRkyeqoW3teSOkCM,6vtxvjvAjzlxQEaR9lJFuO,Wild Thoughts (feat. Rihanna & Bryson Tiller),2023-10-27T00:04:45Z,74,204664,True
31Tc7yXfBJkxQZIsHgMELq,6vtxvjvAjzlxQEaR9lJFuO,I Don't Want to Play Around,2023-08-15T01:14:38Z,58,454739,False
6UBQONiLH8kNmmB8UrV2Ef,6vtxvjvAjzlxQEaR9lJFuO,Genius of Love,2023-10-25T20:38:19Z,60,334360,False
6xkryXuiZU360Lngd4sx13,6vtxvjvAjzlxQEaR9lJFuO,Fantasy,2023-10-27T00:12:19Z,80,243493,False
2SXRFmLvNjOTuL9eCYWsrx,6vtxvjvAjzlxQEaR9lJFuO,I Know What Boys Like,2023-10-25T22:33:15Z,42,193000,False
2mqTtvbKxH7SoEQ2oGAnsA,6vtxvjvAjzlxQEaR9lJFuO,CHURCH GIRL,2023-10-27T00:13:50Z,70,224472,True
2R0zbd80CqwoB0ORDCqDoK,6vtxvjvAjzlxQEaR9lJFuO,"She's A Bad Mama Jama (She's Built, She's Stacked) - Single Version",2023-10-28T03:36:56Z,62,235933,False
6j8rjIqqZkKnc0VzLjIN3J,6vtxvjvAjzlxQEaR9lJFuO,BGC,2023-10-28T03:26:48Z,57,156877,True
0O6u0VJ46W86TxN9wgyqDj,7oSUWbSNCt8Xlb6xGw63tE,I Like You (A Happier Song) (with Doja Cat),2022-06-17T02:19:36Z,85,192840,True
7fYRg3CEbk6rNCuzNzMT06,7oSUWbSNCt8Xlb6xGw63tE,Potion (with Dua Lipa & Young Thug),2022-06-17T02:19:48Z,70,214459,True
2eAcey7KS6TmHulCNjxABW,7oSUWbSNCt8Xlb6xGw63tE,Vacation,2022-06-17T02:20:37Z,35,145655,True
6eVM9lCmIqwGTUOoeH61Lu,7oSUWbSNCt8Xlb6xGw63tE,Hug Me,2022-06-17T15:33:06Z,66,140733,False
79nkN1EmB1B03uZi9DcS4w,7oSUWbSNCt8Xlb6xGw63tE,Sugar,2022-06-17T15:42:14Z,54,196720,False
1qEmFfgcLObUfQm0j1W2CK,7oSUWbSNCt8Xlb6xGw63tE,Late Night Talking,2022-06-17T15:42:23Z,85,177954,False
1BkY0N8ChFk2mdLbAUu8ZK,7oSUWbSNCt8Xlb6xGw63tE,Pass The Dutchie,2022-06-17T18:37:27Z,69,205426,False
2PDgArI0p7UkeYgXWuqpmh,7oSUWbSNCt8Xlb6xGw63tE,Last Last,2022-06-17T18:37:36Z,6,172342,False
2KukL7UlQ8TdvpaA7bY3ZJ,7oSUWbSNCt8Xlb6xGw63tE,BREAK MY SOUL,2022-06-21T05:37:57Z,70,278281,False
4efHJDBcmhJYs8n9hJcVC8,7oSUWbSNCt8Xlb6xGw63tE,Electric U,2022-06-25T00:38:48Z,0,171696,False
6a44RET0b0enJMb5PVQlr8,7oSUWbSNCt8Xlb6xGw63tE,Can't Let Go,2022-06-25T00:39:41Z,55,208693,False
28JBD8p18xNuOfyV7Cotdn,7oSUWbSNCt8Xlb6xGw63tE,Massive,2022-06-25T00:40:13Z,73,336924,False
3k3NWokhRRkEPhCzPmV8TW,7oSUWbSNCt8Xlb6xGw63tE,Ojitos Lindos,2022-06-25T00:42:13Z,87,258298,False
0F2gXzgbzLvK9LrS7yKS8Q,7oSUWbSNCt8Xlb6xGw63tE,24k,2022-06-25T00:42:56Z,56,233537,True
6zlIN2RRLiNzitagYR44m0,7oSUWbSNCt8Xlb6xGw63tE,HAZY,2022-06-25T00:43:21Z,0,168746,False
0whGWOBySGYL6ef1GZAnVy,7oSUWbSNCt8Xlb6xGw63tE,I’m Not Laughing Anymore,2022-06-25T05:39:36Z,37,205888,True
3aw9iWUQ3VrPQltgwvN9Xu,7oSUWbSNCt8Xlb6xGw63tE,Family Affair,2022-06-25T17:44:32Z,83,265866,False
1nmypDEMIhxlgvZViMUmoZ,7oSUWbSNCt8Xlb6xGw63tE,Crazy,2022-07-01T20:56:05Z,45,185194,True
1tyGqOo8VRLDVQETLtMyDS,7oSUWbSNCt8Xlb6xGw63tE,Foreign Things,2022-07-01T21:14:29Z,53,180185,True
1RAeuvRyRzCweAK3jUT0ZW,7oSUWbSNCt8Xlb6xGw63tE,bet u wanna,2022-07-19T02:17:51Z,64,191025,False
0kE7VDZD71YhnuxjtSHmah,7oSUWbSNCt8Xlb6xGw63tE,I found a dollar,2022-07-19T23:18:26Z,31,125538,False
67v2UHujFruxWrDmjPYxD6,7oSUWbSNCt8Xlb6xGw63tE,Persuasive (with SZA),2022-07-23T21:11:46Z,65,210346,True
7cWLl1E5iMvqIVhpmtUp6k,7oSUWbSNCt8Xlb6xGw63tE,This Kiss,2022-07-27T22:58:51Z,43,228866,False
1Ox4v6gCBk0iOVtvshkXR3,7oSUWbSNCt8Xlb6xGw63tE,OneFourThree,2022-07-29T22:52:58Z,46,227253,True
2wG9CUSBZaF15R2ohLAnoe,7oSUWbSNCt8Xlb6xGw63tE,Juice,2022-07-29T23:21:24Z,55,208024,True
561ANIxwuIDp8n8teVXQiJ,7oSUWbSNCt8Xlb6xGw63tE,New Money (with 21 Savage),2022-08-05T18:10:05Z,49,168663,True
0WuKc8V6cB4LmTRiNcfkun,7oSUWbSNCt8Xlb6xGw63tE,Bitch I'm Nice,2022-08-06T19:40:06Z,33,87040,True
1DIFFX5zpjyxaJvA8YFEji,7oSUWbSNCt8Xlb6xGw63tE,Not Nice,2022-08-12T05:52:41Z,61,165745,True
5hHvFrMnwic82WwRLr4WY0,7oSUWbSNCt8Xlb6xGw63tE,Her,2022-08-12T05:59:23Z,71,137107,True
1xzi1Jcr7mEi9K2RfzLOqS,7oSUWbSNCt8Xlb6xGw63tE,CUFF IT,2022-08-13T00:19:45Z,85,225388,True
0z3YYobsavHguLTgqg5GC1,7oSUWbSNCt8Xlb6xGw63tE,Picture in My Mind,2022-08-14T20:22:52Z,65,176930,False
6Ve9MNsl8OFg6rHd227bYh,7oSUWbSNCt8Xlb6xGw63tE,Anxiety,2022-08-15T21:28:11Z,69,135866,True
1w7cgGZR86yWz1pA2puVJD,7oSUWbSNCt8Xlb6xGw63tE,HEATED,2022-08-17T17:59:18Z,76,260769,True
3ceTUPvI4JAuSwFWfeB7Ym,7oSUWbSNCt8Xlb6xGw63tE,Selfish Soul,2022-08-18T05:07:54Z,43,142666,True
1CcorUngVSo7k2GX8GLB53,7oSUWbSNCt8Xlb6xGw63tE,Feature Me,2022-08-18T20:29:53Z,57,201621,False
4YkN3JlceD5n2aMqL1kFnH,7oSUWbSNCt8Xlb6xGw63tE,(You Don't Know) How Glad I Am,2022-08-18T21:08:54Z,55,157386,False
1Fwppfa2qKDAETKveNFsHR,7oSUWbSNCt8Xlb6xGw63tE,Late Night,2022-08-19T05:13:02Z,56,237517,False
36NukHQiatLeLFXI5eTP1L,7oSUWbSNCt8Xlb6xGw63tE,HEAT ft. Tinashe,2022-08-31T23:37:00Z,26,150866,False
4imKIkVUzP2Qmf4QeMGrPQ,7oSUWbSNCt8Xlb6xGw63tE,HEARD ABOUT US,2022-09-01T02:49:01Z,48,190026,True
2hPNuVVSV1tqiD2uPlfehz,727rvT3B5GciIZDtAWNnZx,Come Over,2022-03-24T16:24:00Z,55,321853,True
2qEyhtx20tSCSubM3JXhxu,727rvT3B5GciIZDtAWNnZx,CYBAH (feat. Lucky Daye),2022-03-24T16:29:22Z,40,244138,False
3ci2NK0t5iNzLw2u3F4MbM,727rvT3B5GciIZDtAWNnZx,Price Tags (feat. Anderson .Paak),2022-03-24T16:47:31Z,43,263680,True
5SFssNXGjeOxdAnECfgttm,727rvT3B5GciIZDtAWNnZx,How Much Can A Heart Take (feat. Yebba),2022-03-24T17:00:44Z,57,302240,True
6TSe2k1OyUiNLEl5IBNrd7,727rvT3B5GciIZDtAWNnZx,Killing Me,2022-03-28T17:17:43Z,0,165320,True
35PUhhwZL4HhmuqgOeFcfg,727rvT3B5GciIZDtAWNnZx,Shotgun,2022-03-30T00:02:24Z,41,250053,False
5ksM8r8u4AjMwvtqUif9W1,727rvT3B5GciIZDtAWNnZx,Slide Tackle,2022-04-05T18:33:55Z,53,219782,False
501mFwKeLnybf8JO3XL66O,727rvT3B5GciIZDtAWNnZx,altar,2022-04-29T22:42:42Z,1,243090,False
4Jsqi44IrfUjdigUfZiaqr,727rvT3B5GciIZDtAWNnZx,Come Over,2022-05-03T03:19:05Z,39,222293,False
6TvFFmzVIM7dnKH07qUyQy,727rvT3B5GciIZDtAWNnZx,Messy Love,2022-05-03T03:38:28Z,36,215146,False
4tv72g5KnIy4XbyDBhEFgA,727rvT3B5GciIZDtAWNnZx,whatever u like,2022-05-11T03:47:43Z,34,200877,False
1IjeGPU5hqHlJpm00zObN7,727rvT3B5GciIZDtAWNnZx,Coastin’,2022-05-20T15:05:45Z,65,175319,True
6tJOpzHYBF6Ym2gmmQy9mE,727rvT3B5GciIZDtAWNnZx,mona lisa,2022-05-27T17:26:48Z,0,190052,False
0X9mvqR44xcw6oLo89kn92,727rvT3B5GciIZDtAWNnZx,Uncomplicated,2022-06-17T16:12:34Z,20,216089,False
1n0LyQMSyzATuosIp7n1JF,727rvT3B5GciIZDtAWNnZx,What I Feel In Some Places,2022-06-25T05:28:53Z,0,227920,False
549pFmf9vrgy1GwASWySLM,727rvT3B5GciIZDtAWNnZx,Sauce - Live at Electric Lady,2022-08-05T17:52:15Z,0,248960,False
3Fo54IlOlnwzMwGjjEqCzN,727rvT3B5GciIZDtAWNnZx,TAKE A CHANCE (feat. Anderson .Paak),2022-08-14T21:14:54Z,40,264412,True
1Krmuryy2a0MG3SQDlxM0T,727rvT3B5GciIZDtAWNnZx,alright,2022-08-18T04:59:31Z,16,188396,False
4kntTTVtSIfsTl1dEak3X7,727rvT3B5GciIZDtAWNnZx,Wrong for It,2022-08-18T05:19:07Z,36,202066,False
6EsOT4Yq4BavQSJ4sEe9dw,727rvT3B5GciIZDtAWNnZx,Slow Down (feat. Lucky Daye),2022-08-24T18:12:55Z,51,227673,False
254M0egb4N2rQHwJSzVZxR,727rvT3B5GciIZDtAWNnZx,In Contemplation of Clair’s Scent,2022-08-26T17:18:29Z,11,588086,False
7er6txk9aoO2u9WNy1zke1,727rvT3B5GciIZDtAWNnZx,Queen Space (with Summer Walker),2022-09-01T01:50:44Z,24,230841,False
1CbxG199T0fzfUV5EO7aPV,727rvT3B5GciIZDtAWNnZx,Eternal Light,2022-09-01T18:58:27Z,70,193740,False
4dzbGvxqQ1DsF6m6RUlPwg,727rvT3B5GciIZDtAWNnZx,Pedigree,2022-09-01T19:03:04Z,61,116765,True
24CY4TWscXoyZRrmsQdiq1,727rvT3B5GciIZDtAWNnZx,Bitches Be (with Jst Ray),2022-09-07T22:52:04Z,35,204440,True
30ae9cv36eD4Q6Zc8PVF8v,727rvT3B5GciIZDtAWNnZx,Leave It On The Dancefloor,2022-09-08T16:57:55Z,54,175016,False
6Y46tOTRhkBamosyuWa6YX,727rvT3B5GciIZDtAWNnZx,LA FAMA,2022-09-15T02:40:41Z,78,188106,False
3ubMIzyq9JX8V931EW6Rms,727rvT3B5GciIZDtAWNnZx,Hoes at Trader Joe's,2022-10-21T20:50:46Z,41,87716,True
1gp2oWZSi4ucFCvJU763Uq,727rvT3B5GciIZDtAWNnZx,Keep Away - Bonus Track,2022-10-21T21:49:50Z,42,242400,False
3G74znHq1U8CqX67NaWEKk,727rvT3B5GciIZDtAWNnZx,Burn,2022-11-02T21:44:11Z,0,201446,True
1q61CgKSbNYxkKbkOYKblr,727rvT3B5GciIZDtAWNnZx,Ready 2 Ride,2022-11-02T21:59:46Z,35,201791,True
428Xi4otOjv9TwhVqxbB41,727rvT3B5GciIZDtAWNnZx,Earth Is Ghetto,2022-11-09T04:13:25Z,36,143237,False
3fcX3E9l1gVnfKeWaEzHHv,727rvT3B5GciIZDtAWNnZx,Love Galore (Alt Version),2022-11-24T19:37:29Z,65,273777,True
0OUoJ1BbBrgU6rR4M32Nje,727rvT3B5GciIZDtAWNnZx,Roda Mundo,2022-11-24T21:30:29Z,44,149264,False
28H3wOEKsaEa8NBEYCLl4j,727rvT3B5GciIZDtAWNnZx,You Make Loving Fun - 2004 Remaster,2022-11-30T03:14:34Z,74,213693,False
15TXFTdwGEEL4jH9erTRnK,727rvT3B5GciIZDtAWNnZx,ride the dragon,2022-12-18T18:48:22Z,54,188773,True
5dEJc0rHuTVxtl1xljDbRv,727rvT3B5GciIZDtAWNnZx,oh my love,2022-12-20T00:30:49Z,57,225653,True
7wLFR87wmkMR4OnwrJ77Z0,727rvT3B5GciIZDtAWNnZx,On & On,2022-12-30T19:44:08Z,35,208435,True
0VWDJgtqJZSxP6hDvBRZUa,727rvT3B5GciIZDtAWNnZx,Endlessly - Live At NPR's Tiny Desk,2023-01-01T00:32:18Z,37,277097,False
7dW6aiHZG0A8xApW0Xg40G,727rvT3B5GciIZDtAWNnZx,Lonely One,2023-01-04T01:07:02Z,45,167066,False
2RHDabM5M1Anxs2H8tmspQ,727rvT3B5GciIZDtAWNnZx,Malibu,2023-01-13T00:49:44Z,46,92000,False
3goUufQotOykzA3zLkPNyb,727rvT3B5GciIZDtAWNnZx,Signs (feat. Missy Elliott),2023-01-27T02:55:13Z,48,298200,False
751srcHf5tUqcEa9pRCQwP,727rvT3B5GciIZDtAWNnZx,Tek It,2023-02-02T19:17:40Z,79,191823,False
5expoVGQPvXuwBBFuNGqBd,727rvT3B5GciIZDtAWNnZx,Hurt,2023-02-04T22:35:24Z,78,177946,False
5702raF31K9rvD6KZ6sCTo,727rvT3B5GciIZDtAWNnZx,Ditto,2023-02-04T22:37:58Z,68,185506,False
2Xrc2SOmcCHi9Fx5PynXVe,727rvT3B5GciIZDtAWNnZx,Something Real,2023-02-05T04:00:59Z,40,214899,True
2DocffKfDso8efpWPOYTvI,727rvT3B5GciIZDtAWNnZx,Heaven (feat. Tinashe),2023-03-04T20:59:04Z,40,138484,False
61h5rJ790Vov9ks2Vut5mo,727rvT3B5GciIZDtAWNnZx,For Granted,2023-03-04T21:06:09Z,48,161946,False
3jtSXngSQ7DvjavyA8Z64x,727rvT3B5GciIZDtAWNnZx,Trust Issues,2023-03-31T08:47:27Z,39,198533,False
5NBJHzOmBMLehn0zLgo6FT,727rvT3B5GciIZDtAWNnZx,All In My Feelings,2023-05-27T18:27:59Z,41,222520,True
0CpfO9VNiW0OGIaZO6zO3n,727rvT3B5GciIZDtAWNnZx,Angel (From Barbie The Album),2023-06-17T01:31:13Z,64,123820,False
3p84R45PM75ngq8XRoe45o,727rvT3B5GciIZDtAWNnZx,Nothing Matters,2023-06-28T21:25:14Z,79,181750,True
525BSr4N8jG8MpWbFTd6A9,727rvT3B5GciIZDtAWNnZx,Posing For Cars,2023-06-29T03:13:36Z,50,398783,False
799NMsaFBhEbMBqcKNiGJF,727rvT3B5GciIZDtAWNnZx,a boy named pluto,2023-06-30T22:12:38Z,17,201470,False
60ai2HTUjTEQQgw2vCseLt,727rvT3B5GciIZDtAWNnZx,Turn Away,2023-11-16T05:52:14Z,37,198936,False
