track_id,artist_id
3ci2NK0t5iNzLw2u3F4MbM,3jK9MiCrA42lLAdMGUZpwa
5SFssNXGjeOxdAnECfgttm,5Vuvs6Py2JRU7WiFDVsI7J
5SFssNXGjeOxdAnECfgttm,1ooV8YZC1KbpEcrmI8WH0F
6TSe2k1OyUiNLEl5IBNrd7,5FxD8fkQZ6KcsSYupDVoSO
35PUhhwZL4HhmuqgOeFcfg,4wXchxfTTggLtzkoUhO86Q
5ksM8r8u4AjMwvtqUif9W1,7MoIc5s9KXolCBH1fy9kkw
501mFwKeLnybf8JO3XL66O,0cGUm45nv7Z6M6qdXYQGTX
4Jsqi44IrfUjdigUfZiaqr,0Ek89uaJyo6NfWK22awFvI
6TvFFmzVIM7dnKH07qUyQy,7aFTOGFDEqDtJUCziLVsVC
4tv72g5KnIy4XbyDBhEFgA,4ClziihVpBeFXNyDH83Lde
1IjeGPU5hqHlJpm00zObN7,63XBtGSEZINSyXylZxEUbv
6tJOpzHYBF6Ym2gmmQy9mE,0HthCchcL0kVLHTr113Vk1
0X9mvqR44xcw6oLo89kn92,4rljPSpCHQzUJMNOvmw1DL
1n0LyQMSyzATuosIp7n1JF,06Iig2bqY8mv98B1c9Iyo8
549pFmf9vrgy1GwASWySLM,0NB5HROxc8dDBXpkIi1v3d
3Fo54IlOlnwzMwGjjEqCzN,4UpA1KitN1RgIZVyWDbZ0U
3Fo54IlOlnwzMwGjjEqCzN,3jK9MiCrA42lLAdMGUZpwa
1Krmuryy2a0MG3SQDlxM0T,6tpaMMCs8X6o8j9H5OmWmT
4kntTTVtSIfsTl1dEak3X7,6l7R1jntPahGxwJt7Tky8h
4kntTTVtSIfsTl1dEak3X7,6O5k8LLRfDK8v9jj1GazAQ
6EsOT4Yq4BavQSJ4sEe9dw,0Ek89uaJyo6NfWK22awFvI
6EsOT4Yq4BavQSJ4sEe9dw,5Vuvs6Py2JRU7WiFDVsI7J
254M0egb4N2rQHwJSzVZxR,3PRli833wyTmzJrKQGNOKj
7er6txk9aoO2u9WNy1zke1,1vaQ6v3pOFxAIrFoPrAcom
7er6txk9aoO2u9WNy1zke1,57LYzLEk2LcFghVwuWbcuS
1CbxG199T0fzfUV5EO7aPV,4596e2d3KmYzAeVenjCxfj
1CbxG199T0fzfUV5EO7aPV,2oZcMYiKpjaA2Et5mU3RPP
4dzbGvxqQ1DsF6m6RUlPwg,1vaQ6v3pOFxAIrFoPrAcom
24CY4TWscXoyZRrmsQdiq1,4E2rKHVDssGJm2SCDOMMJB
24CY4TWscXoyZRrmsQdiq1,4A2ptrgQSJtQrbfltEpoCR
30ae9cv36eD4Q6Zc8PVF8v,74CcYmmNeHKe5PrZaISk8e
6Y46tOTRhkBamosyuWa6YX,7ltDVBr6mKbRvohxheJ9h1
6Y46tOTRhkBamosyuWa6YX,1Xyo4u8uXC1ZmMpatF05PJ
3ubMIzyq9JX8V931EW6Rms,3wws8s15DuuQWiG2xct414
1gp2oWZSi4ucFCvJU763Uq,6sFIWsNpZYqfjUpaCgueju
3G74znHq1U8CqX67NaWEKk,3sGyf3EDcvQ4PB9AGIg84M
1q61CgKSbNYxkKbkOYKblr,6atGQM99IrRfUefJFore1B
1q61CgKSbNYxkKbkOYKblr,3sHS70DMNgPxRqx2fUNrRA
428Xi4otOjv9TwhVqxbB41,6qQANHDxlpq5OEz47UBzMJ
3fcX3E9l1gVnfKeWaEzHHv,7tYKF4w9nC0nq9CsPZTHyP
0OUoJ1BbBrgU6rR4M32Nje,6YJmIS23jxjp6Edi2zTPzn
28H3wOEKsaEa8NBEYCLl4j,08GQAI4eElDnROBrJRGE0X
15TXFTdwGEEL4jH9erTRnK,6nB0iY1cjSY1KyhYyuIIKH
5dEJc0rHuTVxtl1xljDbRv,6nB0iY1cjSY1KyhYyuIIKH
7wLFR87wmkMR4OnwrJ77Z0,0tbeZu9lv8YEKSQ9tZSslu
0VWDJgtqJZSxP6hDvBRZUa,5FxD8fkQZ6KcsSYupDVoSO
7dW6aiHZG0A8xApW0Xg40G,1anAI9P9iSzc9qzLv6AtHZ
