id,name,followers_total,popularity,external_urls_spotify
23KIrX6iPiVOkx60F4bjNq,PawPaw Rod,71338,51,https://open.spotify.com/artist/23KIrX6iPiVOkx60F4bjNq
2mvAbMVwkxiZWJXjorKpdK,Amorphous,16940,42,https://open.spotify.com/artist/2mvAbMVwkxiZWJXjorKpdK
4SqTiwOEdYrNayaGMkc7ia,LÉON,368252,57,https://open.spotify.com/artist/4SqTiwOEdYrNayaGMkc7ia
34A8vV1MCxGpA14KspqQuC,Sarah Kinsley,235979,50,https://open.spotify.com/artist/34A8vV1MCxGpA14KspqQuC
3Nrfpe0tUJi4K4DXYWgMUX,BTS,71797858,87,https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,12456703,77,https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,26294695,77,https://open.spotify.com/artist/6S2OmqARrzebs0tKUEyXyp
0I5HubncQ8E1MFZOlPDY4J,Trinidad James,311083,54,https://open.spotify.com/artist/0I5HubncQ8E1MFZOlPDY4J
3Xt3RrJMFv5SZkCfUE8C1J,Kim Petras,1033074,76,https://open.spotify.com/artist/3Xt3RrJMFv5SZkCfUE8C1J
4XDi67ZENZcbfKnvMnTYsI,Jay Park,2052617,64,https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI
4QM5QCHicznALtX885CnZC,Slayyyter,380764,57,https://open.spotify.com/artist/4QM5QCHicznALtX885CnZC
0AsThoR4KZSVktALiNcQwW,Chloe x Halle,2351457,55,https://open.spotify.com/artist/0AsThoR4KZSVktALiNcQwW
6niigcazB2JPcpasZfZvq1,박혜진 Park Hye Jin,108382,41,https://open.spotify.com/artist/6niigcazB2JPcpasZfZvq1
3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,5389440,84,https://open.spotify.com/artist/3tlXnStJ1fFhdScmQeLpuG
4yJHrytMK7mqtKsXVGaBNg,Fana Hues,57179,58,https://open.spotify.com/artist/4yJHrytMK7mqtKsXVGaBNg
1EgCxqT8GgE5oXX3PkeGhq,Akintoye,148027,43,https://open.spotify.com/artist/1EgCxqT8GgE5oXX3PkeGhq
6nVcHLIgY5pE2YCl8ubca1,Jhayco,7281184,82,https://open.spotify.com/artist/6nVcHLIgY5pE2YCl8ubca1
4wrzxtBZw20ufDstKyTnnP,Rachel Chinouriri,133068,53,https://open.spotify.com/artist/4wrzxtBZw20ufDstKyTnnP
5pDY9dgZO8O1yNZDARb62q,ADÉ,11482,34,https://open.spotify.com/artist/5pDY9dgZO8O1yNZDARb62q
15GGbJKqC6w0VYyAJtjej6,Fatman Scoop,48224,58,https://open.spotify.com/artist/15GGbJKqC6w0VYyAJtjej6
4mErKO4g29SXtBwj4S80aB,rum.gold,72112,49,https://open.spotify.com/artist/4mErKO4g29SXtBwj4S80aB
4UodukR17NIQfNu5uaqm9B,Jamila Woods,221335,50,https://open.spotify.com/artist/4UodukR17NIQfNu5uaqm9B
5oOhM2DFWab8XhSdQiITry,Tycho,677658,55,https://open.spotify.com/artist/5oOhM2DFWab8XhSdQiITry
1jY7CSRj8HeID6uzTJUi8F,Steelix,2684,0,https://open.spotify.com/artist/1jY7CSRj8HeID6uzTJUi8F
5YZ5AExR68U3ZblH6HcO6B,Leven Kali,194195,54,https://open.spotify.com/artist/5YZ5AExR68U3ZblH6HcO6B
0oBsnAC3fzYkTHF3bkfNx6,Phony Ppl,277525,46,https://open.spotify.com/artist/0oBsnAC3fzYkTHF3bkfNx6
6d6ts87Fxm1EdULf4CaLw4,Wallice,57384,42,https://open.spotify.com/artist/6d6ts87Fxm1EdULf4CaLw4
0iqCNJHozJhcjPDoX1EJ6a,marinelli,9647,31,https://open.spotify.com/artist/0iqCNJHozJhcjPDoX1EJ6a
3Vl9fyKMIdLMswk8ai3mm9,Rebecca Black,134479,42,https://open.spotify.com/artist/3Vl9fyKMIdLMswk8ai3mm9
1LzWWI9v4UKdbBgz8fqi15,Tayla Parx,118192,41,https://open.spotify.com/artist/1LzWWI9v4UKdbBgz8fqi15
2AfU5LYBVCiCtuCCfM7uVX,Kota the Friend,632786,58,https://open.spotify.com/artist/2AfU5LYBVCiCtuCCfM7uVX
2AcUPzkVWo81vumdzeLLRN,Rhye,645390,60,https://open.spotify.com/artist/2AcUPzkVWo81vumdzeLLRN
3NKVm2Jedcf6ibJr6pMUVx,Jayda G,83883,51,https://open.spotify.com/artist/3NKVm2Jedcf6ibJr6pMUVx
4CmXLOB2gQfewLf8iTbNVp,Anjimile,15690,29,https://open.spotify.com/artist/4CmXLOB2gQfewLf8iTbNVp
5HdEsw8d1ZGm49Aw7GWTuD,Girls Rituals,30343,34,https://open.spotify.com/artist/5HdEsw8d1ZGm49Aw7GWTuD
1LeVJ5GPeYDOVUjxx1y7Rp,Unknown Mortal Orchestra,836442,60,https://open.spotify.com/artist/1LeVJ5GPeYDOVUjxx1y7Rp
17czHqI0Lwj2V3htvm8afG,Gavin Turek,34558,35,https://open.spotify.com/artist/17czHqI0Lwj2V3htvm8afG
5XenQ7XfcvQdfIbpLEFaKQ,GoldLink,874819,64,https://open.spotify.com/artist/5XenQ7XfcvQdfIbpLEFaKQ
4JqpJeNOhP6bAkolNMLwFg,Jean Deaux,160648,50,https://open.spotify.com/artist/4JqpJeNOhP6bAkolNMLwFg
6K4I1MPd7m8IztUdtrF4YU,Samuel T. Herring,16838,54,https://open.spotify.com/artist/6K4I1MPd7m8IztUdtrF4YU
2DGBzoOLcKLK3eWxFyugdB,Dua Saleh,91305,43,https://open.spotify.com/artist/2DGBzoOLcKLK3eWxFyugdB
62DmErcU7dqZbJaDqwsqzR,Popcaan,1017762,65,https://open.spotify.com/artist/62DmErcU7dqZbJaDqwsqzR
33Se8kMYeTPkeeM2LnsPF8,Alemeda,27271,37,https://open.spotify.com/artist/33Se8kMYeTPkeeM2LnsPF8
6fI10k7bFVFS76bHXdBof6,David Blazer,6861,38,https://open.spotify.com/artist/6fI10k7bFVFS76bHXdBof6
60b7IDlGflg5lgyfEGf9yB,Birocratic,50153,41,https://open.spotify.com/artist/60b7IDlGflg5lgyfEGf9yB
42gnrsSSKKNNmfAJ0o3oyN,Soul Food Horns,9080,49,https://open.spotify.com/artist/42gnrsSSKKNNmfAJ0o3oyN
1kh0AypxF3CxMMzmQyif2S,Rayana Jay,136113,54,https://open.spotify.com/artist/1kh0AypxF3CxMMzmQyif2S
4yYvor6Rq4fG82J1L47DYp,MICHELLE,94925,48,https://open.spotify.com/artist/4yYvor6Rq4fG82J1L47DYp
43JlwunhXm1oqdKyOa2Z9Y,Hiatus Kaiyote,596758,56,https://open.spotify.com/artist/43JlwunhXm1oqdKyOa2Z9Y
1tP3R35TdPW8BMwmTPOoVZ,Arthur Verocai,63104,45,https://open.spotify.com/artist/1tP3R35TdPW8BMwmTPOoVZ
6lOCVUQbb9wzuZQbZQV9zn,Cool Company,45250,45,https://open.spotify.com/artist/6lOCVUQbb9wzuZQbZQV9zn
5KtUig38eqxK2rOtHZnz0k,Jafunk,22844,48,https://open.spotify.com/artist/5KtUig38eqxK2rOtHZnz0k
5IWhRKmW8IDdeJfrx4Kl0E,Jackie's Boy,1704,24,https://open.spotify.com/artist/5IWhRKmW8IDdeJfrx4Kl0E
6sqiRzYTXxK2QixYmy3Ebz,Mogul,4013,22,https://open.spotify.com/artist/6sqiRzYTXxK2QixYmy3Ebz
4Otn2nALdNCTFUUExiskqw,Talia Goddess,8782,26,https://open.spotify.com/artist/4Otn2nALdNCTFUUExiskqw
7ypgj95aGInvJMJbMv78wB,Jade,34686,44,https://open.spotify.com/artist/7ypgj95aGInvJMJbMv78wB
5Ljgq0b8I3YkUwp3gtB1wm,little image,30878,40,https://open.spotify.com/artist/5Ljgq0b8I3YkUwp3gtB1wm
100sLnojEpcadRx4edEBA6,Zella Day,438812,54,https://open.spotify.com/artist/100sLnojEpcadRx4edEBA6
76bAuLD5jMIT1YDJ84KB8l,Topaz Jones,101109,42,https://open.spotify.com/artist/76bAuLD5jMIT1YDJ84KB8l
5nLYd9ST4Cnwy6NHaCxbj8,CeeLo Green,599198,65,https://open.spotify.com/artist/5nLYd9ST4Cnwy6NHaCxbj8
5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,2728304,77,https://open.spotify.com/artist/5Y5TRrQiqgUO4S36tzjIRZ
3ScY9CQxNLQei8Umvpx5g6,Fat Joe,1734621,67,https://open.spotify.com/artist/3ScY9CQxNLQei8Umvpx5g6
1J2VVASYAamtQ3Bt8wGgA6,Ja Rule,1784079,69,https://open.spotify.com/artist/1J2VVASYAamtQ3Bt8wGgA6
5rkVyNGXEgeUqKkB5ccK83,Ashanti,2937612,70,https://open.spotify.com/artist/5rkVyNGXEgeUqKkB5ccK83
4A0TivfinfALCAMJqqjZIk,Funk Wav,12734,64,https://open.spotify.com/artist/4A0TivfinfALCAMJqqjZIk
6icQOAFXDZKsumw3YXyusw,Lil Yachty,9614173,79,https://open.spotify.com/artist/6icQOAFXDZKsumw3YXyusw
12trz2INGglrKMzLmg0y2C,Emotional Oranges,315734,56,https://open.spotify.com/artist/12trz2INGglrKMzLmg0y2C
6OqhFYFJDnBBHas02HopPT,Kero Kero Bonito,489176,54,https://open.spotify.com/artist/6OqhFYFJDnBBHas02HopPT
1xcMOgFUM1IYZE22YjCvsL,Tei Shi,180299,45,https://open.spotify.com/artist/1xcMOgFUM1IYZE22YjCvsL
2HPiMwJktBXqakN0hnON2R,Lous and The Yakuza,214131,53,https://open.spotify.com/artist/2HPiMwJktBXqakN0hnON2R
6PfSUFtkMVoDkx4MQkzOi3,100 gecs,588386,59,https://open.spotify.com/artist/6PfSUFtkMVoDkx4MQkzOi3
2OaHYHb2XcFPvqL3VsyPzU,Rico Nasty,1074166,62,https://open.spotify.com/artist/2OaHYHb2XcFPvqL3VsyPzU
5rw6jWzcS6bQimR39VPBXu,Abigail Barlow,112012,45,https://open.spotify.com/artist/5rw6jWzcS6bQimR39VPBXu
1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,7995312,77,https://open.spotify.com/artist/1l7ZsJRRS8wlW3WfJfPfNS
3IZrrNonYELubLPJmqOci2,Nancy Sinatra,435866,65,https://open.spotify.com/artist/3IZrrNonYELubLPJmqOci2
4GoD5FJCgC0lbzde7ly44M,Biig Piig,269076,58,https://open.spotify.com/artist/4GoD5FJCgC0lbzde7ly44M
4gtH8goYkYOaa6MxaOxISr,Ephraim Bugumba,14558,15,https://open.spotify.com/artist/4gtH8goYkYOaa6MxaOxISr
4SdIXLzfabqU61iK7SnKAU,G Flip,217043,57,https://open.spotify.com/artist/4SdIXLzfabqU61iK7SnKAU
006j2rer9tZJCYniu7SaWS,Peach PRC,175353,50,https://open.spotify.com/artist/006j2rer9tZJCYniu7SaWS
54KTsBl98buzGkELjGlnuU,Active Child,110885,36,https://open.spotify.com/artist/54KTsBl98buzGkELjGlnuU
4GmataFSHOSQWxuuUX57Bh,Jim-E Stack,33952,40,https://open.spotify.com/artist/4GmataFSHOSQWxuuUX57Bh
4iMO20EPodreIaEl8qW66y,Still Woozy,961404,67,https://open.spotify.com/artist/4iMO20EPodreIaEl8qW66y
7IfculRW2WXyzNQ8djX8WX,Erykah Badu,2814619,67,https://open.spotify.com/artist/7IfculRW2WXyzNQ8djX8WX
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,26743615,88,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg
4d53BMrRlQkrQMz5d59f2O,Mayer Hawthorne,288751,54,https://open.spotify.com/artist/4d53BMrRlQkrQMz5d59f2O
7Gf3LSwa5hh8Cjo60WhVjC,India.Arie,880794,54,https://open.spotify.com/artist/7Gf3LSwa5hh8Cjo60WhVjC
6TvjXbopXg71XRM9OZWqUc,Arin Ray,313172,54,https://open.spotify.com/artist/6TvjXbopXg71XRM9OZWqUc
7jZMxhsB8djyIbYmoiJSTs,Kiana Ledé,1653286,61,https://open.spotify.com/artist/7jZMxhsB8djyIbYmoiJSTs
0txgDz2yNToARuN2vD7SWD,Raedio,7658,41,https://open.spotify.com/artist/0txgDz2yNToARuN2vD7SWD
23zg3TcAtWQy7J6upgbUnj,USHER,10866502,80,https://open.spotify.com/artist/23zg3TcAtWQy7J6upgbUnj
6LuN9FCkKOj5PcnpouEgny,Khalid,16142472,82,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny
3jS1qFuvkhaMC06NZQtNNI,Aysha Monet,553,5,https://open.spotify.com/artist/3jS1qFuvkhaMC06NZQtNNI
0wnYgCeP013HkKoOyC5V32,Allie X,852437,53,https://open.spotify.com/artist/0wnYgCeP013HkKoOyC5V32
2uYWxilOVlUdk4oV9DvwqK,Mitski,6715912,84,https://open.spotify.com/artist/2uYWxilOVlUdk4oV9DvwqK
2h93pZq0e7k5yf4dywlkpM,Frank Ocean,12860330,84,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM
3mIj9lX2MWuHmhNCA7LSCW,The 1975,7048242,76,https://open.spotify.com/artist/3mIj9lX2MWuHmhNCA7LSCW
0GM7qgcRCORpGnfcN2tCiB,Tainy,1946630,78,https://open.spotify.com/artist/0GM7qgcRCORpGnfcN2tCiB
4mwXUEKaW4ftbncf9Hi58l,Tank,692351,55,https://open.spotify.com/artist/4mwXUEKaW4ftbncf9Hi58l
1ybAN3utgdoUL1MUCtH4QM,Tennis,295024,51,https://open.spotify.com/artist/1ybAN3utgdoUL1MUCtH4QM
6zvul52xwTWzilBZl6BUbT,Pixies,2807147,70,https://open.spotify.com/artist/6zvul52xwTWzilBZl6BUbT
5uuqghaOBgtv92jDyDveQl,Frances Forever,113790,47,https://open.spotify.com/artist/5uuqghaOBgtv92jDyDveQl
0t3QQl52F463sxGXb1ckhB,Betty Who,299023,50,https://open.spotify.com/artist/0t3QQl52F463sxGXb1ckhB
4ULO7IGI3M2bo0Ap7B9h8a,Teyana Taylor,1827750,61,https://open.spotify.com/artist/4ULO7IGI3M2bo0Ap7B9h8a
1UH80jhsYsFztK0anu2FNS,Zack Fox,157112,52,https://open.spotify.com/artist/1UH80jhsYsFztK0anu2FNS
1CoZyIx7UvdxT5c8UkMzHd,Jorja Smith,3347274,72,https://open.spotify.com/artist/1CoZyIx7UvdxT5c8UkMzHd
6jJ0s89eD6GaHleKKya26X,Katy Perry,31519233,84,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X
7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,10985223,81,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG
26dSoYclwsYLMAKD3tpOr4,Britney Spears,13713561,80,https://open.spotify.com/artist/26dSoYclwsYLMAKD3tpOr4
6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,5549911,68,https://open.spotify.com/artist/6wPhSqRtPu1UhRCDX5yaDJ
5TYxZTjIPqKM8K8NuP9woO,C. Tangana,2620404,72,https://open.spotify.com/artist/5TYxZTjIPqKM8K8NuP9woO
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,29033200,84,https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms
3r17AfJCCUqC9Lf0OAc73G,Fergie,5654073,68,https://open.spotify.com/artist/3r17AfJCCUqC9Lf0OAc73G
085pc2PYOi8bGKj0PNjekA,will.i.am,4108247,72,https://open.spotify.com/artist/085pc2PYOi8bGKj0PNjekA
4lDBihdpMlOalxy1jkUbPl,Grey,74810,64,https://open.spotify.com/artist/4lDBihdpMlOalxy1jkUbPl
2NdeV5rLm47xAvogXrYhJX,Ciara,6410269,70,https://open.spotify.com/artist/2NdeV5rLm47xAvogXrYhJX
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,30631762,88,https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh
55Aa2cqylxrFIXC767Z865,Lil Wayne,14256436,85,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,21020030,87,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,23321374,91,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x
56oDRnqbIiwx4mymNEv7dS,Lizzo,5696100,71,https://open.spotify.com/artist/56oDRnqbIiwx4mymNEv7dS
4mPrHfhtQUBoHgTxkBieLY,VickeeLo,27164,36,https://open.spotify.com/artist/4mPrHfhtQUBoHgTxkBieLY
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,8835732,83,https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,5253107,76,https://open.spotify.com/artist/13y7CgLHjMVRMDqxdx0Xdo
3TQ9JTBI2n2hfo7aRONEYV,Sir Mix-A-Lot,615063,60,https://open.spotify.com/artist/3TQ9JTBI2n2hfo7aRONEYV
0c173mlxpT3dSFRgMO8XPh,Big Sean,11097544,75,https://open.spotify.com/artist/0c173mlxpT3dSFRgMO8XPh
6oMuImdp5ZcFhWP0ESe6mG,Migos,13658736,76,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,16595202,85,https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz
3WSK3JppX3N41XHVwQp7Gt,Steve Void,74833,56,https://open.spotify.com/artist/3WSK3JppX3N41XHVwQp7Gt
7gRhy3MIPHQo5CXYfWaw9I,Azealia Banks,1042191,61,https://open.spotify.com/artist/7gRhy3MIPHQo5CXYfWaw9I
4vUAD0POkGvO6J9c9hv6qR,Lazy Jay,11615,52,https://open.spotify.com/artist/4vUAD0POkGvO6J9c9hv6qR
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,12113012,79,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL
65CKKZilbcSKkAPC9a5Mvh,Oumou Sangaré,149716,45,https://open.spotify.com/artist/65CKKZilbcSKkAPC9a5Mvh
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,7101239,76,https://open.spotify.com/artist/1sBkRIssrMs1AbVkOJbc7a
4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,3524410,76,https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ
1bqxdqvUtPWZri43cKHac8,MAX,846828,65,https://open.spotify.com/artist/1bqxdqvUtPWZri43cKHac8
3ApUX1o6oSz321MMECyIYd,Quinn XCII,776402,63,https://open.spotify.com/artist/3ApUX1o6oSz321MMECyIYd
4WFtYn5RyU8VGPpPyW9Pxw,M-22,88616,46,https://open.spotify.com/artist/4WFtYn5RyU8VGPpPyW9Pxw
7wzaSKTsjE9HnuDuZTX452,Arlissa,102551,42,https://open.spotify.com/artist/7wzaSKTsjE9HnuDuZTX452
3hcs9uc56yIGFCSy9leWe7,Lil Durk,6972569,82,https://open.spotify.com/artist/3hcs9uc56yIGFCSy9leWe7
1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,3213769,66,https://open.spotify.com/artist/1pPmIToKXyGdsCF6LmqLmI
37hAfseJWi0G3Scife12Il,City Girls,2484862,65,https://open.spotify.com/artist/37hAfseJWi0G3Scife12Il
0FtsMKmZEq8fBWqdSOWtqp,03 Greedo,458125,61,https://open.spotify.com/artist/0FtsMKmZEq8fBWqdSOWtqp
4d3yvTptO48nOYTPBcPFZC,Eve,1332358,66,https://open.spotify.com/artist/4d3yvTptO48nOYTPBcPFZC
1vfezMIyCr4XUdYRaKIKi3,Keyshia Cole,3759474,69,https://open.spotify.com/artist/1vfezMIyCr4XUdYRaKIKi3
1RyvyyTE3xzB2ZywiAwp0i,Future,15849789,89,https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,47794861,82,https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx
6PvScqSJuICxvoA3UDYPmu,JON VINYL,76391,47,https://open.spotify.com/artist/6PvScqSJuICxvoA3UDYPmu
1iNqsUDUraNWrj00bqssQG,Dreamville,619091,67,https://open.spotify.com/artist/1iNqsUDUraNWrj00bqssQG
6HCkJzbswOIc7Qc5TJ1n5l,JMSN,216539,46,https://open.spotify.com/artist/6HCkJzbswOIc7Qc5TJ1n5l
0YrtvWJMgSdVrk3SfNjTbx,Death Cab for Cutie,1498160,62,https://open.spotify.com/artist/0YrtvWJMgSdVrk3SfNjTbx
1btWGBz4Uu1HozTwb2Lm8A,Hippo Campus,617335,58,https://open.spotify.com/artist/1btWGBz4Uu1HozTwb2Lm8A
757aE44tKEUQEqRuT6GnEB,Roddy Ricch,10236232,76,https://open.spotify.com/artist/757aE44tKEUQEqRuT6GnEB
0YinUQ50QDB7ZxSCLyQ40k,Mustard,1144257,70,https://open.spotify.com/artist/0YinUQ50QDB7ZxSCLyQ40k
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,37172475,85,https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY
2ggLigkDPs42gA1SWSqdoJ,Sum1,695,24,https://open.spotify.com/artist/2ggLigkDPs42gA1SWSqdoJ
6beUvFUlKliUYJdLOXNj9C,King Princess,1713858,57,https://open.spotify.com/artist/6beUvFUlKliUYJdLOXNj9C
2JyWXPbkqI5ZJa3gwqVa0c,Craig David,872943,62,https://open.spotify.com/artist/2JyWXPbkqI5ZJa3gwqVa0c
1W7FNibLa0O0b572tB2w7t,Pink Sweat$,1823236,66,https://open.spotify.com/artist/1W7FNibLa0O0b572tB2w7t
6tbjWDEIzxoDsBA1FuhfPW,Madonna,7473029,81,https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW
2X97ZAqRKRMYFIDqtvGgGc,Silk City,79613,53,https://open.spotify.com/artist/2X97ZAqRKRMYFIDqtvGgGc
5fMUXHkw8R8eOP2RNVYEZX,Diplo,2579376,76,https://open.spotify.com/artist/5fMUXHkw8R8eOP2RNVYEZX
3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,1054777,73,https://open.spotify.com/artist/3hv9jJF3adDNsBSIQDqcjp
6Z4puj0KYgtcxJrVXKmvBX,Sharaya J,15942,33,https://open.spotify.com/artist/6Z4puj0KYgtcxJrVXKmvBX
5VptPtXbT0T4imW6GcobiW,Paco Versailles,31372,46,https://open.spotify.com/artist/5VptPtXbT0T4imW6GcobiW
3Uh1hwQUVJLK5Srk4PosCK,Alexandria Maillot,1320,15,https://open.spotify.com/artist/3Uh1hwQUVJLK5Srk4PosCK
2aGkysuC0eAfw83Yug6GRb,LALAKI,1031,11,https://open.spotify.com/artist/2aGkysuC0eAfw83Yug6GRb
1U0sIzpRtDkvu1hXXzxh60,Kelela,354194,55,https://open.spotify.com/artist/1U0sIzpRtDkvu1hXXzxh60
7HVlaChQbM9guWdiKMGxBq,Ms. Boogie,2224,26,https://open.spotify.com/artist/7HVlaChQbM9guWdiKMGxBq
76SlrtEaq2oViRXulxjfuM,cupcakKe,874446,55,https://open.spotify.com/artist/76SlrtEaq2oViRXulxjfuM
6lay1nwbE6hTx1jivysUAL,Princess Nokia,609543,57,https://open.spotify.com/artist/6lay1nwbE6hTx1jivysUAL
0huGjMyP507tBCARyzSkrv,Cordae,1999936,67,https://open.spotify.com/artist/0huGjMyP507tBCARyzSkrv
05oH07COxkXKIMt6mIPRee,Brandy,3493828,64,https://open.spotify.com/artist/05oH07COxkXKIMt6mIPRee
7GaxyUddsPok8BuhxN6OUW,James Brown,2104527,62,https://open.spotify.com/artist/7GaxyUddsPok8BuhxN6OUW
2uE66NiUti6Wpz90SD4eam,Fred Wesley,43894,43,https://open.spotify.com/artist/2uE66NiUti6Wpz90SD4eam
4lJHGi5dlJmWwFH0JKF6di,The J.B.'s,133231,51,https://open.spotify.com/artist/4lJHGi5dlJmWwFH0JKF6di
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,114580775,88,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V
2qxJFvFYMEDqd7ui6kSAcq,Zedd,5928437,73,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq
2org0PubBAxTvjVvLo9PJ0,Cailin Russo,32639,52,https://open.spotify.com/artist/2org0PubBAxTvjVvLo9PJ0
7HO5fOXE4gh3lzZn64tX2E,Mariah the Scientist,326223,67,https://open.spotify.com/artist/7HO5fOXE4gh3lzZn64tX2E
57vWImR43h4CaDao012Ofp,Steve Lacy,4181555,80,https://open.spotify.com/artist/57vWImR43h4CaDao012Ofp
3KedxarmBCyFBevnqQHy3P,Jessie Reyez,1383010,67,https://open.spotify.com/artist/3KedxarmBCyFBevnqQHy3P
6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,2221359,68,https://open.spotify.com/artist/6Ad91Jof8Niiw0lGLLi3NW
3k3gbUT7bF0jYmFmAKBQtU,Dan Reynolds,37093,36,https://open.spotify.com/artist/3k3gbUT7bF0jYmFmAKBQtU
72tBkpT8Pj55CE2vdmPuzB,Shiftee,1123,10,https://open.spotify.com/artist/72tBkpT8Pj55CE2vdmPuzB
1y6hiqeSWkQrJYXkU5PvUk,Dai Burger,50771,23,https://open.spotify.com/artist/1y6hiqeSWkQrJYXkU5PvUk
32Gajp9lwbO3aGOVZ15IUK,Fly Kaison,29,8,https://open.spotify.com/artist/32Gajp9lwbO3aGOVZ15IUK
3pl23KkxEpDvK77RU5V7S9,Mari,922,8,https://open.spotify.com/artist/3pl23KkxEpDvK77RU5V7S9
11Kek6sBhAVaOiQBCkXDza,LION BABE,0,0,https://open.spotify.com/artist/11Kek6sBhAVaOiQBCkXDza
0pCNk4D3E2xtszsm6hMsWr,K.Flay,572521,63,https://open.spotify.com/artist/0pCNk4D3E2xtszsm6hMsWr
2nTjd2lNo1GVEfXM3bCnsh,The Teskey Brothers,663209,64,https://open.spotify.com/artist/2nTjd2lNo1GVEfXM3bCnsh
0h9smro0z3HqUbD94jotU8,Smokey Robinson,1232853,53,https://open.spotify.com/artist/0h9smro0z3HqUbD94jotU8
2gyv1akuIB9fQvXoGSPaJr,Big Freedia,105043,45,https://open.spotify.com/artist/2gyv1akuIB9fQvXoGSPaJr
0A0FS04o6zMoto8OKPsDwY,YG,3210542,72,https://open.spotify.com/artist/0A0FS04o6zMoto8OKPsDwY
4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,32342996,79,https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF
3kHVioJpVxlazAAKQ64pC1,Yuna,435425,54,https://open.spotify.com/artist/3kHVioJpVxlazAAKQ64pC1
6eXZu6O7nAUA5z6vLV8NKI,Little Simz,936609,61,https://open.spotify.com/artist/6eXZu6O7nAUA5z6vLV8NKI
5BhFZpE8kUGZJiKOsYjLQM,Yeek,224652,49,https://open.spotify.com/artist/5BhFZpE8kUGZJiKOsYjLQM
1Q2mS59tFYLm2KGFoCgWN4,Samm Henshaw,276927,52,https://open.spotify.com/artist/1Q2mS59tFYLm2KGFoCgWN4
5kJ3NDWOOVjlS2HFSYzjay,Saint Mela,6921,19,https://open.spotify.com/artist/5kJ3NDWOOVjlS2HFSYzjay
5oQRUesMFm1u1Mo0dXXUoe,Alisha Roney,3,0,https://open.spotify.com/artist/5oQRUesMFm1u1Mo0dXXUoe
6vfR5QRc3xca0KvpG8KZBE,Teedra Moses,186413,50,https://open.spotify.com/artist/6vfR5QRc3xca0KvpG8KZBE
0CkbPVBpOwwz9NPPglFKyq,RAY BLK,171504,43,https://open.spotify.com/artist/0CkbPVBpOwwz9NPPglFKyq
